serie,total,via_aerea,via_terrestre,via_maritima,region1,region2,region3
total,0.0,5.3859331698681,3.469087660001685,10.20928433755224,1.82253122695258,5.546512962811963,5.0123044926307525
via_aerea,5.3859331698681,0.0,6.869858197015844,11.77807316015465,5.7530076339918175,7.373835301273381,7.159352385290238
via_terrestre,3.469087660001685,6.869858197015844,0.0,9.516650482666845,2.1284308446350333,4.661711307967339,5.209968598373191
via_maritima,10.20928433755224,11.77807316015465,9.516650482666845,0.0,9.888927941860333,10.376867616811195,11.739569181186226
region1,1.82253122695258,5.7530076339918175,2.1284308446350333,9.888927941860333,0.0,4.908191473142368,4.893201675975869
region2,5.546512962811963,7.373835301273381,4.661711307967339,10.376867616811195,4.908191473142368,0.0,3.6851741599356598
region3,5.0123044926307525,7.159352385290238,5.209968598373191,11.739569181186226,4.893201675975869,3.6851741599356598,0.0
