serie,PC1,PC2
total,-1.2341245608687113,-0.9560942761310693
via_aerea,-2.290002128605592,-4.427173817304083
via_terrestre,-0.31175322069450184,0.766078793762413
via_maritima,8.611177719771414,-0.20876749659006363
region1,-0.9423757579750464,-0.29193502800935406
region2,-1.1045729540590246,2.713839415006847
region3,-2.7283490975685405,2.4040524092653093
